('Success', 'Yes')('FPS', '4.81')
('Success', 'Yes')('FPS', '6.27')
('Success', 'Yes')('FPS', '6.43')
('Success', 'Yes')('FPS', '6.90')
('Success', 'Yes')('FPS', '7.60')
('Success', 'Yes')('FPS', '7.98')
('Success', 'Yes')('FPS', '8.21')
('Success', 'Yes')('FPS', '8.07')
('Success', 'Yes')('FPS', '8.12')
('Success', 'Yes')('FPS', '8.35')
('Success', 'Yes')('FPS', '8.53')
('Success', 'Yes')('FPS', '8.68')
('Success', 'Yes')('FPS', '8.68')
('Success', 'Yes')('FPS', '8.81')
('Success', 'Yes')('FPS', '9.02')
('Success', 'Yes')('FPS', '9.11')
('Success', 'Yes')('FPS', '9.16')
('Success', 'Yes')('FPS', '9.14')
('Success', 'Yes')('FPS', '9.28')
('Success', 'Yes')('FPS', '9.34')
('Success', 'Yes')('FPS', '9.40')
('Success', 'Yes')('FPS', '9.51')
('Success', 'Yes')('FPS', '9.49')
('Success', 'Yes')('FPS', '9.53')
('Success', 'Yes')('FPS', '9.57')
('Success', 'Yes')('FPS', '9.66')
('Success', 'Yes')('FPS', '9.66')
('Success', 'Yes')('FPS', '9.63')
('Success', 'Yes')('FPS', '9.60')
('Success', 'Yes')('FPS', '9.64')
('Success', 'Yes')('FPS', '9.67')
('Success', 'Yes')('FPS', '9.68')
('Success', 'Yes')('FPS', '9.66')
('Success', 'Yes')('FPS', '9.71')
('Success', 'Yes')('FPS', '9.73')
('Success', 'Yes')('FPS', '9.76')
('Success', 'Yes')('FPS', '9.82')
('Success', 'Yes')('FPS', '9.76')
('Success', 'Yes')('FPS', '9.76')
('Success', 'Yes')('FPS', '9.83')
('Success', 'Yes')('FPS', '9.91')
('Success', 'Yes')('FPS', '9.96')
('Success', 'Yes')('FPS', '9.97')
('Success', 'Yes')('FPS', '10.06')
('Success', 'Yes')('FPS', '10.14')
('Success', 'Yes')('FPS', '10.19')
('Success', 'Yes')('FPS', '10.27')
('Success', 'Yes')('FPS', '10.28')
('Success', 'Yes')('FPS', '10.19')
('Success', 'Yes')('FPS', '10.20')
('Success', 'Yes')('FPS', '10.22')
('Success', 'Yes')('FPS', '10.26')
('Success', 'Yes')('FPS', '10.24')
('Success', 'Yes')('FPS', '10.24')
('Success', 'Yes')('FPS', '10.28')
('Success', 'Yes')('FPS', '10.29')
('Success', 'Yes')('FPS', '10.32')
('Success', 'Yes')('FPS', '10.30')
('Success', 'Yes')('FPS', '10.33')
('Success', 'Yes')('FPS', '10.34')
('Success', 'Yes')('FPS', '10.35')
('Success', 'Yes')('FPS', '10.37')
('Success', 'Yes')('FPS', '10.38')
('Success', 'Yes')('FPS', '10.38')
('Success', 'Yes')('FPS', '10.41')
('Success', 'Yes')('FPS', '10.44')
('Success', 'Yes')('FPS', '10.44')
('Success', 'Yes')('FPS', '10.43')
('Success', 'Yes')('FPS', '10.44')
('Success', 'Yes')('FPS', '10.44')
('Success', 'Yes')('FPS', '10.47')
('Success', 'Yes')('FPS', '10.47')
('Success', 'Yes')('FPS', '10.45')
('Success', 'Yes')('FPS', '10.43')
('Success', 'Yes')('FPS', '10.43')
('Success', 'Yes')('FPS', '10.46')
('Success', 'Yes')('FPS', '10.46')
('Success', 'Yes')('FPS', '10.44')
('Success', 'Yes')('FPS', '10.46')
('Success', 'Yes')('FPS', '10.46')
('Success', 'Yes')('FPS', '10.46')
('Success', 'Yes')('FPS', '10.49')
('Success', 'Yes')('FPS', '10.47')
('Success', 'Yes')('FPS', '10.47')
('Success', 'Yes')('FPS', '10.48')
('Success', 'Yes')('FPS', '10.49')
('Success', 'Yes')('FPS', '10.49')
('Success', 'Yes')('FPS', '10.47')
('Success', 'Yes')('FPS', '10.49')
('Success', 'Yes')('FPS', '10.49')
('Success', 'Yes')('FPS', '10.46')
('Success', 'Yes')('FPS', '10.44')
('Success', 'Yes')('FPS', '10.42')
('Success', 'Yes')('FPS', '10.42')
('Success', 'Yes')('FPS', '10.42')
('Success', 'Yes')('FPS', '10.42')
('Success', 'Yes')('FPS', '10.43')
('Success', 'Yes')('FPS', '10.41')
('Success', 'Yes')('FPS', '10.43')
('Success', 'Yes')('FPS', '10.45')
('Success', 'Yes')('FPS', '10.45')
('Success', 'Yes')('FPS', '10.45')
('Success', 'Yes')('FPS', '10.44')
('Success', 'Yes')('FPS', '10.45')
('Success', 'Yes')('FPS', '10.45')
('Success', 'Yes')('FPS', '10.45')
('Success', 'Yes')('FPS', '10.45')
('Success', 'Yes')('FPS', '10.44')
('Success', 'Yes')('FPS', '10.46')
('Success', 'Yes')('FPS', '10.46')
('Success', 'Yes')('FPS', '10.46')
('Success', 'Yes')('FPS', '10.48')
('Success', 'Yes')('FPS', '10.46')
('Success', 'Yes')('FPS', '10.47')
('Success', 'Yes')('FPS', '10.47')
('Success', 'Yes')('FPS', '10.47')
('Success', 'Yes')('FPS', '10.48')
('Success', 'Yes')('FPS', '10.49')
('Success', 'Yes')('FPS', '10.49')
('Success', 'Yes')('FPS', '10.50')
('Success', 'Yes')('FPS', '10.50')
('Success', 'Yes')('FPS', '10.51')
('Success', 'Yes')('FPS', '10.50')
('Success', 'Yes')('FPS', '10.52')
('Success', 'Yes')('FPS', '10.52')
('Success', 'Yes')('FPS', '10.52')
('Success', 'Yes')('FPS', '10.52')
('Success', 'Yes')('FPS', '10.51')
('Success', 'Yes')('FPS', '10.52')
('Success', 'Yes')('FPS', '10.52')
('Success', 'Yes')('FPS', '10.52')
('Success', 'Yes')('FPS', '10.54')
