('Success', 'Yes')('FPS', '4.63')
('Success', 'Yes')('FPS', '6.44')
('Success', 'Yes')('FPS', '7.35')
('Success', 'Yes')('FPS', '7.79')
('Success', 'Yes')('FPS', '8.17')
('Success', 'Yes')('FPS', '8.45')
('Success', 'Yes')('FPS', '8.71')
('Success', 'Yes')('FPS', '8.67')
('Success', 'Yes')('FPS', '8.84')
('Success', 'Yes')('FPS', '8.95')
('Success', 'Yes')('FPS', '9.05')
('Success', 'Yes')('FPS', '9.22')
('Success', 'Yes')('FPS', '9.18')
('Success', 'Yes')('FPS', '9.18')
('Success', 'Yes')('FPS', '9.36')
('Success', 'Yes')('FPS', '9.43')
('Success', 'Yes')('FPS', '9.50')
('Success', 'Yes')('FPS', '9.45')
('Success', 'Yes')('FPS', '9.52')
('Success', 'Yes')('FPS', '9.57')
('Success', 'Yes')('FPS', '9.62')
('Success', 'Yes')('FPS', '9.66')
('Success', 'Yes')('FPS', '9.64')
('Success', 'Yes')('FPS', '9.68')
('Success', 'Yes')('FPS', '9.77')
('Success', 'Yes')('FPS', '9.80')
('Success', 'Yes')('FPS', '9.83')
('Success', 'Yes')('FPS', '9.75')
('Success', 'Yes')('FPS', '9.78')
('Success', 'Yes')('FPS', '9.84')
('Success', 'Yes')('FPS', '9.86')
('Success', 'Yes')('FPS', '9.89')
('Success', 'Yes')('FPS', '9.82')
('Success', 'Yes')('FPS', '9.84')
('Success', 'Yes')('FPS', '9.86')
('Success', 'Yes')('FPS', '9.88')
('Success', 'Yes')('FPS', '9.90')
('Success', 'Yes')('FPS', '9.84')
('Success', 'Yes')('FPS', '9.86')
('Success', 'Yes')('FPS', '9.91')
('Success', 'Yes')('FPS', '9.89')
('Success', 'Yes')('FPS', '9.91')
('Success', 'Yes')('FPS', '9.89')
('Success', 'Yes')('FPS', '9.90')
('Success', 'Yes')('FPS', '9.93')
('Success', 'Yes')('FPS', '9.95')
('Success', 'Yes')('FPS', '9.96')
('Success', 'Yes')('FPS', '9.91')
('Success', 'Yes')('FPS', '9.93')
('Success', 'Yes')('FPS', '9.94')
('Success', 'Yes')('FPS', '9.97')
('Success', 'Yes')('FPS', '9.97')
('Success', 'Yes')('FPS', '9.96')
('Success', 'Yes')('FPS', '9.97')
('Success', 'Yes')('FPS', '9.97')
('Success', 'Yes')('FPS', '9.98')
('Success', 'Yes')('FPS', '9.99')
('Success', 'Yes')('FPS', '9.95')
('Success', 'Yes')('FPS', '9.96')
('Success', 'Yes')('FPS', '9.97')
('Success', 'Yes')('FPS', '10.01')
('Success', 'Yes')('FPS', '9.99')
('Success', 'Yes')('FPS', '9.98')
('Success', 'Yes')('FPS', '9.99')
('Success', 'Yes')('FPS', '10.00')
('Success', 'Yes')('FPS', '10.02')
('Success', 'Yes')('FPS', '10.03')
('Success', 'Yes')('FPS', '10.01')
('Success', 'Yes')('FPS', '10.02')
('Success', 'Yes')('FPS', '10.03')
('Success', 'Yes')('FPS', '10.04')
('Success', 'Yes')('FPS', '10.05')
('Success', 'Yes')('FPS', '10.03')
('Success', 'Yes')('FPS', '10.03')
('Success', 'Yes')('FPS', '10.02')
('Success', 'Yes')('FPS', '10.03')
('Success', 'Yes')('FPS', '10.04')
('Success', 'Yes')('FPS', '10.03')
('Success', 'Yes')('FPS', '10.04')
('Success', 'Yes')('FPS', '10.06')
('Success', 'Yes')('FPS', '10.07')
('Success', 'Yes')('FPS', '10.07')
('Success', 'Yes')('FPS', '10.06')
('Success', 'Yes')('FPS', '10.08')
('Success', 'Yes')('FPS', '10.09')
('Success', 'Yes')('FPS', '10.09')
('Success', 'Yes')('FPS', '10.10')
('Success', 'Yes')('FPS', '10.09')
('Success', 'Yes')('FPS', '10.09')
('Success', 'Yes')('FPS', '10.10')
('Success', 'Yes')('FPS', '10.11')
('Success', 'Yes')('FPS', '10.11')
('Success', 'Yes')('FPS', '10.08')
('Success', 'Yes')('FPS', '10.09')
('Success', 'Yes')('FPS', '10.09')
('Success', 'Yes')('FPS', '10.10')
('Success', 'Yes')('FPS', '10.10')
('Success', 'Yes')('FPS', '10.09')
('Success', 'Yes')('FPS', '10.09')
('Success', 'Yes')('FPS', '10.10')
('Success', 'Yes')('FPS', '10.10')
('Success', 'Yes')('FPS', '10.11')
('Success', 'Yes')('FPS', '10.10')
('Success', 'Yes')('FPS', '10.10')
('Success', 'Yes')('FPS', '10.11')
('Success', 'Yes')('FPS', '10.11')
('Success', 'Yes')('FPS', '10.12')
('Success', 'Yes')('FPS', '10.10')
