('Success', 'Yes')('FPS', '4.88')
('Success', 'Yes')('FPS', '5.64')
('Success', 'Yes')('FPS', '6.54')
('Success', 'Yes')('FPS', '7.04')
('Success', 'Yes')('FPS', '7.44')
('Success', 'Yes')('FPS', '7.59')
('Success', 'Yes')('FPS', '7.78')
('Success', 'Yes')('FPS', '7.75')
('Success', 'Yes')('FPS', '7.87')
('Success', 'Yes')('FPS', '7.97')
('Success', 'Yes')('FPS', '8.04')
('Success', 'Yes')('FPS', '8.10')
('Success', 'Yes')('FPS', '8.11')
('Success', 'Yes')('FPS', '8.18')
('Success', 'Yes')('FPS', '8.24')
('Success', 'Yes')('FPS', '8.29')
('Success', 'Yes')('FPS', '8.33')
('Success', 'Yes')('FPS', '8.31')
('Success', 'Yes')('FPS', '8.40')
('Success', 'Yes')('FPS', '8.43')
('Success', 'Yes')('FPS', '8.46')
('Success', 'Yes')('FPS', '8.49')
('Success', 'Yes')('FPS', '8.42')
('Success', 'Yes')('FPS', '8.50')
('Success', 'Yes')('FPS', '8.52')
('Success', 'Yes')('FPS', '8.54')
('Success', 'Yes')('FPS', '8.61')
('Success', 'Yes')('FPS', '8.54')
('Success', 'Yes')('FPS', '8.56')
('Success', 'Yes')('FPS', '8.58')
('Success', 'Yes')('FPS', '8.59')
('Success', 'Yes')('FPS', '8.61')
('Success', 'Yes')('FPS', '8.59')
('Success', 'Yes')('FPS', '8.61')
('Success', 'Yes')('FPS', '8.62')
('Success', 'Yes')('FPS', '8.63')
('Success', 'Yes')('FPS', '8.68')
('Success', 'Yes')('FPS', '8.63')
('Success', 'Yes')('FPS', '8.67')
('Success', 'Yes')('FPS', '8.74')
('Success', 'Yes')('FPS', '8.78')
('Success', 'Yes')('FPS', '8.85')
('Success', 'Yes')('FPS', '8.82')
('Success', 'Yes')('FPS', '8.89')
('Success', 'Yes')('FPS', '8.92')
('Success', 'Yes')('FPS', '8.98')
('Success', 'Yes')('FPS', '9.01')
('Success', 'Yes')('FPS', '9.03')
('Success', 'Yes')('FPS', '9.03')
('Success', 'Yes')('FPS', '9.03')
('Success', 'Yes')('FPS', '9.03')
('Success', 'Yes')('FPS', '9.04')
('Success', 'Yes')('FPS', '9.01')
('Success', 'Yes')('FPS', '9.04')
('Success', 'Yes')('FPS', '9.06')
('Success', 'Yes')('FPS', '9.07')
('Success', 'Yes')('FPS', '9.07')
('Success', 'Yes')('FPS', '9.05')
('Success', 'Yes')('FPS', '9.05')
('Success', 'Yes')('FPS', '9.03')
('Success', 'Yes')('FPS', '9.03')
('Success', 'Yes')('FPS', '9.03')
('Success', 'Yes')('FPS', '9.05')
('Success', 'Yes')('FPS', '9.02')
('Success', 'Yes')('FPS', '9.02')
('Success', 'Yes')('FPS', '9.02')
('Success', 'Yes')('FPS', '9.02')
('Success', 'Yes')('FPS', '8.99')
('Success', 'Yes')('FPS', '8.99')
('Success', 'Yes')('FPS', '8.99')
('Success', 'Yes')('FPS', '8.99')
('Success', 'Yes')('FPS', '8.99')
('Success', 'Yes')('FPS', '8.98')
('Success', 'Yes')('FPS', '8.98')
('Success', 'Yes')('FPS', '8.98')
('Success', 'Yes')('FPS', '8.97')
('Success', 'Yes')('FPS', '8.99')
('Success', 'Yes')('FPS', '8.96')
('Success', 'Yes')('FPS', '8.96')
('Success', 'Yes')('FPS', '8.98')
('Success', 'Yes')('FPS', '8.98')
('Success', 'Yes')('FPS', '8.98')
('Success', 'Yes')('FPS', '8.97')
('Success', 'Yes')('FPS', '8.97')
('Success', 'Yes')('FPS', '8.97')
('Success', 'Yes')('FPS', '8.97')
('Success', 'Yes')('FPS', '8.98')
('Success', 'Yes')('FPS', '8.96')
('Success', 'Yes')('FPS', '8.96')
('Success', 'Yes')('FPS', '8.98')
('Success', 'Yes')('FPS', '8.98')
('Success', 'Yes')('FPS', '8.98')
('Success', 'Yes')('FPS', '8.97')
('Success', 'Yes')('FPS', '8.97')
('Success', 'Yes')('FPS', '8.97')
('Success', 'Yes')('FPS', '8.97')
('Success', 'Yes')('FPS', '8.99')
('Success', 'Yes')('FPS', '8.96')
('Success', 'Yes')('FPS', '8.98')
('Success', 'Yes')('FPS', '8.98')
('Success', 'Yes')('FPS', '8.98')
('Success', 'Yes')('FPS', '8.99')
('Success', 'Yes')('FPS', '8.97')
('Success', 'Yes')('FPS', '8.97')
('Success', 'Yes')('FPS', '8.97')
('Success', 'Yes')('FPS', '8.98')
('Success', 'Yes')('FPS', '8.99')
('Success', 'Yes')('FPS', '8.97')
('Success', 'Yes')('FPS', '8.98')
('Success', 'Yes')('FPS', '8.97')
('Success', 'Yes')('FPS', '8.98')
('Success', 'Yes')('FPS', '8.98')
('Success', 'Yes')('FPS', '8.96')
('Success', 'Yes')('FPS', '8.98')
('Success', 'Yes')('FPS', '8.98')
('Success', 'Yes')('FPS', '8.99')
('Success', 'Yes')('FPS', '9.00')
('Success', 'Yes')('FPS', '8.99')
('Success', 'Yes')('FPS', '8.99')
('Success', 'Yes')('FPS', '9.00')
('Success', 'Yes')('FPS', '9.00')
('Success', 'Yes')('FPS', '9.01')
('Success', 'Yes')('FPS', '9.01')
('Success', 'Yes')('FPS', '9.01')
('Success', 'Yes')('FPS', '9.01')
('Success', 'Yes')('FPS', '9.01')
('Success', 'Yes')('FPS', '9.01')
('Success', 'Yes')('FPS', '8.96')
('Success', 'Yes')('FPS', '8.94')
('Success', 'Yes')('FPS', '8.94')
('Success', 'Yes')('FPS', '8.94')
('Success', 'Yes')('FPS', '8.95')
('Success', 'Yes')('FPS', '8.92')
('Success', 'Yes')('FPS', '8.93')
('Success', 'Yes')('FPS', '8.93')
('Success', 'Yes')('FPS', '8.93')
('Success', 'Yes')('FPS', '8.93')
('Success', 'Yes')('FPS', '8.92')
('Success', 'Yes')('FPS', '8.92')
